,﻿Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
458,197901A8AGD28,259670.0,778000.0,,,1,3,3,3,08/01/1979,2,00:30,12,9999,3,3220,9,30,6,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
459,197901A8DCV88,482870.0,398000.0,,,1,3,1,1,08/01/1979,2,03:10,18,9999,6,0,6,30,0,-1,-1,0,-1,-1,4,2,2,-1,0,-1,-1,
460,197901A8FGD91,414460.0,151000.0,,,1,3,1,1,08/01/1979,2,05:30,19,9999,3,233,9,40,0,-1,-1,0,-1,-1,4,2,2,-1,0,-1,-1,
461,197901A8FHE73,120980.0,53000.0,,,1,3,1,1,08/01/1979,2,05:35,27,9999,3,4020,9,30,6,4,-1,-1,-1,-1,1,2,2,-1,0,-1,-1,
462,197901A8GCK01,323560.0,441000.0,,,1,3,1,1,08/01/1979,2,06:10,20,9999,4,275,9,30,3,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
463,197901A8GJD98,470260.0,828000.0,,,1,3,1,1,08/01/1979,2,06:45,19,9999,3,224,9,40,0,-1,-1,0,-1,-1,4,8,2,-1,0,-1,-1,
464,197901A8GKD16,259870.0,556000.0,,,1,2,2,1,08/01/1979,2,06:50,11,9999,3,217,6,30,0,-1,-1,0,-1,-1,4,2,2,-1,0,-1,-1,
465,197901A8HAD42,441980.0,662000.0,,,1,3,2,1,08/01/1979,2,07:00,14,9999,3,118,6,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
466,197901A8HBU61,444970.0,831000.0,,,1,2,2,1,08/01/1979,2,07:05,6,9999,6,0,9,30,3,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
467,197901A8HDD00,277570.0,270000.0,,,1,3,2,1,08/01/1979,2,07:15,10,9999,3,214,6,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
468,197901A8HHI28,303280.0,368000.0,,,1,3,1,1,08/01/1979,2,07:35,2,9999,4,513,9,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
469,197901A8HID35,398490.0,395000.0,,,1,2,2,1,08/01/1979,2,07:40,13,9999,3,110,6,30,0,-1,-1,0,-1,-1,1,8,2,-1,0,-1,-1,
470,197901A8HIW75,204680.0,45000.0,,,1,3,2,1,08/01/1979,2,07:40,27,9999,6,0,9,30,6,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
471,197901A8HLC26,293280.0,396000.0,,,1,3,2,1,08/01/1979,2,07:55,2,9999,3,5202,-1,30,6,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
472,197901A8IAC72,382370.0,182000.0,,,1,3,2,1,08/01/1979,2,08:00,7,9999,3,21,3,30,6,2,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
473,197901A8ICQ64,48380.0,324000.0,,,1,2,2,1,08/01/1979,2,08:10,26,9999,5,0,9,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
474,197901A8IDQ01,314060.0,531000.0,,,1,3,1,1,08/01/1979,2,08:15,20,9999,5,0,9,30,0,-1,-1,0,-1,-1,1,8,2,-1,0,-1,-1,
475,197901A8IIW55,138670.0,565000.0,,,1,3,4,1,08/01/1979,2,08:40,25,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,2,-1,0,-1,-1,
476,197901A8JAC31,303380.0,691000.0,,,1,3,2,1,08/01/1979,2,09:00,3,9999,3,103,6,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
477,197901A8JAU74,368470.0,424000.0,,,1,3,1,1,08/01/1979,2,09:00,7,9999,6,0,9,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
478,197901A8JCD02,271170.0,532000.0,,,1,3,1,1,08/01/1979,2,09:10,10,9999,3,3036,6,30,0,-1,-1,0,-1,-1,1,8,1,-1,0,-1,-1,
479,197901A8JCD08,273770.0,678000.0,,,1,3,1,1,08/01/1979,2,09:10,10,9999,3,3220,6,30,3,4,-1,-1,-1,-1,1,2,2,-1,0,-1,-1,
480,197901A8JEC13,264780.0,233000.0,,,1,3,3,1,08/01/1979,2,09:20,1,9999,3,5,6,30,3,2,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
481,197901A8JEC30,304780.0,600000.0,,,1,3,1,1,08/01/1979,2,09:20,3,9999,3,1,6,30,6,2,-1,-1,0,5,1,8,2,-1,0,-1,-1,
482,197901A8JGF05,246290.0,645000.0,,,1,3,1,1,08/01/1979,2,09:30,30,9999,3,411,9,30,3,2,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
483,197901A8JJC85,319970.0,885000.0,,,1,3,1,1,08/01/1979,2,09:45,8,9999,3,3,1,30,1,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
484,197901A8JJU71,375870.0,261000.0,,,1,3,2,3,08/01/1979,2,09:45,7,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,2,-1,0,-1,-1,
485,197901A8KJI17,289480.0,77000.0,,,1,3,2,1,08/01/1979,2,10:45,1,9999,4,406,9,30,6,2,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
486,197901A8KJQ40,160670.0,80000.0,,,1,3,1,1,08/01/1979,2,10:45,24,9999,5,0,9,30,0,-1,-1,0,-1,-1,1,8,1,-1,0,-1,-1,
487,197901A8KK612,243880.0,142000.0,,,1,3,3,2,08/01/1979,2,10:50,1,9999,2,40,6,60,0,-1,-1,0,-1,-1,1,8,1,-1,0,-1,-1,
488,197901A8KKC19,287880.0,209000.0,,,1,3,1,1,08/01/1979,2,10:50,1,9999,3,501,9,30,6,2,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
489,197901A8KKE92,167580.0,842000.0,,,1,2,1,1,08/01/1979,2,10:50,29,9999,3,4000,9,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
490,197901A8LAP60,476680.0,440000.0,,,1,2,1,1,08/01/1979,2,11:00,16,9999,5,0,9,30,9,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
491,197901A8LCD95,358560.0,985000.0,,,1,3,2,2,08/01/1979,2,11:10,19,9999,3,234,9,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
492,197901A8LDE18,227060.0,568000.0,,,1,2,2,1,08/01/1979,2,11:15,21,9999,3,2043,9,30,0,-1,-1,0,-1,-1,1,8,2,-1,0,-1,-1,
493,197901A8LDO97,305170.0,237000.0,,,1,3,2,1,08/01/1979,2,11:15,9,9999,5,0,9,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
494,197901A8LDW50,157570.0,460000.0,,,1,3,2,1,08/01/1979,2,11:15,25,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,1,-1,0,-1,-1,
495,197901A8LGD51,541880.0,991000.0,,,1,3,2,1,08/01/1979,2,11:30,15,9999,3,127,3,70,6,2,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
496,197901A8LID51,541880.0,991000.0,,,1,3,1,1,08/01/1979,2,11:40,15,9999,3,127,3,70,6,2,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
497,197901A8LKC92,311970.0,702000.0,,,1,3,1,1,08/01/1979,2,11:50,9,9999,3,23,6,30,6,2,-1,-1,0,5,1,8,2,-1,0,-1,-1,
498,197901A8MBD01,260170.0,511000.0,,,1,3,2,1,08/01/1979,2,12:05,10,9999,3,3,6,30,8,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
499,197901A8MCD06,259070.0,376000.0,,,1,2,2,2,08/01/1979,2,12:10,10,9999,3,217,9,30,6,2,-1,-1,-1,-1,1,2,2,-1,0,-1,-1,
500,197901A8MDW53,111070.0,873000.0,,,1,3,2,1,08/01/1979,2,12:15,25,9999,6,0,6,50,8,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
501,197901A8MHD11,233570.0,861000.0,,,1,3,1,1,08/01/1979,2,12:35,11,9999,3,315,-1,30,9,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
502,197901A8MHE22,272060.0,952000.0,,,1,3,1,1,08/01/1979,2,12:35,22,9999,3,236,9,30,6,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
503,197901A8NCD38,359790.0,228000.0,,,1,3,2,1,08/01/1979,2,13:10,13,9999,3,406,6,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
504,197901A8NGC72,369470.0,652000.0,,,1,3,3,1,08/01/1979,2,13:30,7,9999,3,21,9,30,6,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
505,197901A8OAD79,398280.0,349000.0,,,1,3,1,1,08/01/1979,2,14:00,17,9999,3,112,6,30,0,-1,-1,0,-1,-1,1,8,1,-1,0,-1,-1,
506,197901A8OAE33,181860.0,933000.0,,,1,3,1,1,08/01/1979,2,14:00,23,9999,3,307,-1,30,9,2,-1,-1,0,5,1,8,1,-1,0,-1,-1,
507,197901A8ODD78,403780.0,328000.0,,,1,3,1,1,08/01/1979,2,14:15,17,9999,3,112,6,30,9,4,-1,-1,0,1,1,8,1,-1,0,-1,-1,
508,197901A8OFD82,506670.0,792000.0,,,1,3,2,2,08/01/1979,2,14:25,18,9999,3,220,9,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
509,197901A8OGS00,76070.0,110000.0,,,1,3,2,1,08/01/1979,2,14:30,40,9999,5,0,6,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
510,197901A8PAC79,406070.0,219000.0,,,1,3,1,1,08/01/1979,2,15:00,7,9999,3,2212,9,30,3,2,-1,-1,0,5,1,8,1,-1,0,-1,-1,
511,197901A8PAD77,384880.0,387000.0,,,1,1,3,1,08/01/1979,2,15:00,17,9999,3,115,9,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
512,197901A8PCD65,490680.0,455000.0,,,1,3,1,1,08/01/1979,2,15:10,16,9999,3,1112,9,30,7,2,-1,-1,0,5,1,8,1,-1,0,-1,-1,
513,197901A8PGF19,319080.0,929000.0,,,1,3,2,1,08/01/1979,2,15:30,31,9999,3,504,9,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
514,197901A8PGU91,292670.0,341000.0,,,1,3,5,2,08/01/1979,2,15:30,9,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,2,-1,0,-1,-1,
515,197901A8PJE22,281370.0,2000.0,,,1,3,1,1,08/01/1979,2,15:45,22,9999,3,216,9,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
516,197901A8QBQ69,62980.0,289000.0,,,1,2,1,1,08/01/1979,2,16:05,26,9999,5,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
517,197901A8QCC15,286880.0,115000.0,,,1,3,1,1,08/01/1979,2,16:10,1,9999,3,40,6,30,6,2,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
518,197901A8QCC19,303680.0,9000.0,,,1,3,2,1,08/01/1979,2,16:10,1,9999,3,3211,3,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
519,197901A8QED61,484580.0,861000.0,,,1,3,1,1,08/01/1979,2,16:20,16,9999,3,1112,9,30,3,4,-1,-1,0,1,1,8,1,-1,0,-1,-1,
520,197901A8QFV03,242870.0,483000.0,,,1,3,2,1,08/01/1979,2,16:25,10,9999,6,0,9,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
521,197901A8QIQ32,185960.0,902000.0,,,1,3,2,1,08/01/1979,2,16:40,23,9999,5,0,9,30,3,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
522,197901A8QJE07,299860.0,737000.0,,,1,3,2,1,08/01/1979,2,16:45,20,9999,3,236,9,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
523,197901A8QKC41,348680.0,391000.0,,,1,3,2,1,08/01/1979,2,16:50,4,9999,3,107,9,30,6,2,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
524,197901A8RCD48,400680.0,908000.0,,,1,2,1,1,08/01/1979,2,17:10,14,9999,3,11,9,30,3,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
525,197901A8RCF93,151460.0,573000.0,,,1,2,1,1,08/01/1979,2,17:10,510,9999,3,307,9,40,0,-1,-1,0,-1,-1,4,2,2,-1,0,-1,-1,
526,197901A8RCP17,240870.0,787000.0,,,1,3,2,1,08/01/1979,2,17:10,11,9999,5,0,6,30,3,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
527,197901A8RCV73,407880.0,483000.0,,,1,3,2,1,08/01/1979,2,17:10,17,9999,6,0,9,30,6,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
528,197901A8RDC37,307580.0,627000.0,,,1,3,2,2,08/01/1979,2,17:15,3,9999,3,103,-1,30,6,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
529,197901A8RDF04,258890.0,594000.0,,,1,3,2,1,08/01/1979,2,17:15,30,9999,3,110,9,30,3,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
530,197901A8REE10,291060.0,260000.0,,,1,3,2,1,08/01/1979,2,17:20,21,9999,3,237,9,30,6,3,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
531,197901A8RF146,418790.0,96000.0,,,1,3,1,1,08/01/1979,2,17:25,14,9999,1,11,3,70,0,-1,-1,0,-1,-1,4,8,1,-1,0,-1,-1,
532,197901A8RFE96,180290.0,66000.0,,,1,3,2,2,08/01/1979,2,17:25,29,9999,3,4140,3,40,3,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
533,197901A8RHC48,344680.0,478000.0,,,1,3,2,1,08/01/1979,2,17:35,4,9999,3,1207,9,30,6,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
534,197901A8RID34,354980.0,934000.0,,,1,3,2,1,08/01/1979,2,17:40,13,9999,3,503,9,30,0,-1,-1,0,-1,-1,4,8,1,-1,0,-1,-1,
535,197901A8RJE57,110170.0,437000.0,,,1,3,2,1,08/01/1979,2,17:45,25,9999,3,244,6,30,3,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
536,197901A8RJQ69,60380.0,199000.0,,,1,3,1,1,08/01/1979,2,17:45,26,9999,5,0,9,30,0,-1,-1,0,-1,-1,4,8,3,-1,0,-1,-1,
537,197901A8RLD53,545580.0,93000.0,,,1,3,2,4,08/01/1979,2,17:55,15,9999,3,13,9,70,3,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
538,197901A8SAC11,299380.0,101000.0,,,1,3,1,2,08/01/1979,2,18:00,1,9999,3,400,1,30,1,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
539,197901A8SAW93,180780.0,993000.0,,,1,2,1,1,08/01/1979,2,18:00,29,9999,6,0,9,30,3,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
540,197901A8SEE90,141480.0,840000.0,,,1,3,1,1,08/01/1979,2,18:20,29,9999,3,404,9,30,3,4,-1,-1,0,1,1,8,1,-1,0,-1,-1,
541,197901A8SGF55,319800.0,295000.0,,,1,3,2,2,08/01/1979,2,18:30,430,9999,3,121,9,30,3,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
542,197901A8SJC34,317680.0,304000.0,,,1,3,1,1,08/01/1979,2,18:45,3,9999,3,501,-1,30,3,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
543,197901A8SJY04,44670.0,44000.0,,,1,3,2,1,08/01/1979,2,18:45,40,9999,6,0,9,30,0,-1,-1,0,-1,-1,4,8,1,-1,0,-1,-1,
544,197901A8SLD54,550580.0,684000.0,,,1,3,1,1,08/01/1979,2,18:55,15,9999,3,124,9,30,3,4,-1,-1,0,1,4,8,1,-1,0,-1,-1,
545,197901A8TAC47,349680.0,497000.0,,,1,3,1,1,08/01/1979,2,19:00,4,9999,3,107,6,30,0,-1,-1,0,-1,-1,4,2,2,-1,0,-1,-1,
546,197901A8TBI99,300770.0,459000.0,,,1,3,5,1,08/01/1979,2,19:05,9,9999,4,221,6,30,6,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
547,197901A8TDE58,132870.0,548000.0,,,1,3,1,1,08/01/1979,2,19:15,25,9999,3,315,6,30,6,4,-1,-1,0,1,4,8,2,-1,0,-1,-1,
548,197901A8TFE53,172070.0,793000.0,,,1,3,2,1,08/01/1979,2,19:25,25,9999,3,4,3,40,6,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
549,197901A8THE09,300460.0,729000.0,,,1,3,2,1,08/01/1979,2,19:35,20,9999,3,23,9,30,3,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
550,197901A8TLI43,364780.0,533000.0,,,1,3,1,1,08/01/1979,2,19:55,4,9999,4,112,6,30,0,-1,-1,0,-1,-1,4,8,2,-1,0,-1,-1,
551,197901A8UAD91,355870.0,11000.0,,,1,3,1,1,08/01/1979,2,20:00,19,9999,3,213,9,30,6,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
552,197901A8UCF20,319290.0,310000.0,,,1,3,2,1,08/01/1979,2,20:10,32,9999,3,111,9,30,0,-1,-1,0,-1,-1,4,8,1,-1,0,-1,-1,
553,197901A8UGC90,288270.0,430000.0,,,1,2,1,1,08/01/1979,2,20:30,9,9999,3,24,6,30,3,4,-1,-1,0,1,4,8,1,-1,0,-1,-1,
554,197901A8UJC35,318980.0,255000.0,,,1,3,2,4,08/01/1979,2,20:45,3,9999,3,1,9,30,6,2,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
555,197901A8UKO21,287880.0,471000.0,,,1,3,2,1,08/01/1979,2,20:50,2,9999,5,0,9,30,3,2,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
556,197901A8VAC16,303580.0,66000.0,,,1,3,1,1,08/01/1979,2,21:00,1,9999,3,4,9,30,0,-1,-1,0,-1,-1,4,2,2,-1,0,-1,-1,
557,197901A8VAC79,391970.0,519000.0,,,1,3,2,1,08/01/1979,2,21:00,7,9999,3,20,9,30,6,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
558,197901A8VEC91,312970.0,751000.0,,,1,3,3,1,08/01/1979,2,21:20,9,9999,3,23,9,30,6,2,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
559,197901A8VKC46,316480.0,696000.0,,,1,3,2,1,08/01/1979,2,21:50,4,9999,3,503,6,30,3,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
560,197901A8VKD56,557290.0,176000.0,,,1,3,2,2,08/01/1979,2,21:50,15,9999,3,12,9,40,3,4,-1,-1,-1,-1,4,8,1,-1,0,-1,-1,
561,197901A8WAC15,284470.0,805000.0,,,1,3,2,1,08/01/1979,2,22:00,1,9999,3,3216,9,30,3,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
562,197901A8WGC13,292180.0,83000.0,,,1,3,2,1,08/01/1979,2,22:30,1,9999,3,4201,6,30,3,2,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
563,197901A8WGC14,296880.0,74000.0,,,1,3,1,1,08/01/1979,2,22:30,1,9999,3,400,9,30,0,-1,-1,0,0,5,4,2,2,-1,0,-1,-1,
564,197901A8WGD83,465370.0,583000.0,,,1,3,1,1,08/01/1979,2,22:30,18,9999,3,207,6,30,3,2,-1,-1,0,5,4,2,2,-1,0,-1,-1,
565,197901A8XAC59,340980.0,99000.0,,,1,3,2,1,08/01/1979,2,23:00,5,9999,3,1202,9,30,6,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
566,197901A8XC302,177390.0,432000.0,,,1,1,1,1,08/01/1979,2,23:10,30,9999,1,1,3,70,0,-1,-1,0,-1,-1,4,2,2,-1,0,-1,-1,
567,197901A8XG617,254480.0,167000.0,,,1,2,2,1,08/01/1979,2,23:30,1,9999,2,40,3,60,0,-1,-1,0,-1,-1,4,2,2,-1,0,-1,-1,
568,197901A8XGD37,382690.0,97000.0,,,1,3,3,1,08/01/1979,2,23:30,13,9999,3,406,3,30,9,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
569,197901A8XGE40,156070.0,410000.0,,,1,3,1,1,08/01/1979,2,23:30,24,9999,3,316,1,40,1,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
570,197901A8XHC19,293080.0,69000.0,,,1,3,1,1,08/01/1979,2,23:35,1,9999,3,4201,9,30,6,2,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
571,197901A9AFC92,312170.0,532000.0,,,1,3,2,1,09/01/1979,3,00:25,9,9999,3,2117,9,30,3,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
572,197901A9BGC57,346580.0,267000.0,,,1,3,2,2,09/01/1979,3,01:30,5,9999,3,1209,9,30,3,4,-1,-1,-1,-1,4,2,2,-1,0,-1,-1,
573,197901A9CDE06,324160.0,656000.0,,,1,3,1,1,09/01/1979,3,02:15,20,9999,3,212,9,30,6,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
574,197901A9HAC60,419970.0,510000.0,,,1,2,1,1,09/01/1979,3,07:00,6,9999,3,205,3,40,0,-1,-1,0,-1,-1,4,8,2,-1,0,-1,-1,
575,197901A9HBM03,64260.0,823000.0,,,1,3,2,1,09/01/1979,3,07:05,40,9999,4,376,9,30,3,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
576,197901A9HDE95,134280.0,585000.0,,,1,3,4,1,09/01/1979,3,07:15,29,9999,3,4090,9,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
577,197901A9HDK65,87280.0,815000.0,,,1,3,2,1,09/01/1979,3,07:15,26,9999,4,455,9,30,3,4,-1,-1,-1,-1,4,8,3,-1,0,-1,-1,
578,197901A9HEP88,490170.0,768000.0,,,1,3,1,1,09/01/1979,3,07:20,18,9999,5,0,6,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
579,197901A9HFG07,64670.0,277000.0,,,1,3,2,1,09/01/1979,3,07:25,40,9999,3,30,3,40,0,-1,-1,0,-1,-1,4,8,2,-1,0,-1,-1,
580,197901A9HGC60,411270.0,850000.0,,,1,3,2,1,09/01/1979,3,07:30,6,9999,3,206,6,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
581,197901A9HGC98,307770.0,458000.0,,,1,3,2,1,09/01/1979,3,07:30,9,9999,3,23,6,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
582,197901A9HGE98,150490.0,118000.0,,,1,3,2,1,09/01/1979,3,07:30,29,9999,3,409,9,30,6,4,-1,-1,-1,-1,4,8,2,-1,0,-1,-1,
583,197901A9HJF29,343590.0,359000.0,,,1,3,2,1,09/01/1979,3,07:45,32,9999,3,1010,1,30,1,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
584,197901A9HKR37,203690.0,557000.0,,,1,3,1,1,09/01/1979,3,07:50,33,9999,5,0,6,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
585,197901A9HKV92,393560.0,442000.0,,,1,3,3,3,09/01/1979,3,07:50,19,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
586,197901A9IAR0B,,,,,1,3,1,1,09/01/1979,3,08:00,30,9999,5,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
587,197901A9IAROA,,,,,1,3,1,1,09/01/1979,3,08:00,30,9999,5,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
588,197901A9IAV85,494070.0,505000.0,,,1,3,2,1,09/01/1979,3,08:00,18,9999,6,0,1,30,1,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
589,197901A9IBE02,322960.0,522000.0,,,1,3,2,1,09/01/1979,3,08:05,20,9999,3,232,3,40,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
590,197901A9IDF99,150360.0,149000.0,,,1,3,1,1,09/01/1979,3,08:15,510,9999,3,2002,9,40,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
591,197901A9IDR01,258890.0,1000.0,,,1,3,2,1,09/01/1979,3,08:15,30,9999,5,0,3,30,6,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
592,197901A9IEJ55,559080.0,585000.0,,,1,3,1,1,09/01/1979,3,08:20,15,9999,4,421,9,30,6,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
593,197901A9IEX06,253790.0,256000.0,,,1,3,1,1,09/01/1979,3,08:20,30,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
594,197901A9IF303,220190.0,93000.0,,,1,3,1,3,09/01/1979,3,08:25,30,9999,1,1,3,70,0,-1,-1,0,-1,-1,1,8,1,-1,0,-1,-1,
595,197901A9IFX97,134850.0,967000.0,,,1,3,1,1,09/01/1979,3,08:25,510,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
596,197901A9IGD42,438980.0,652000.0,,,1,3,2,1,09/01/1979,3,08:30,14,9999,3,118,-1,30,3,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
597,197901A9IGW19,269760.0,279000.0,,,1,3,1,1,09/01/1979,3,08:30,21,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
598,197901A9IGX37,192690.0,707000.0,,,1,3,2,2,09/01/1979,3,08:30,33,9999,6,0,9,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
599,197901A9IHV99,426370.0,19000.0,,,1,3,1,1,09/01/1979,3,08:35,19,9999,6,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
600,197901A9II111,238170.0,991000.0,,,1,3,2,1,09/01/1979,3,08:40,11,9999,1,41,1,30,1,4,-1,-1,-1,-1,1,8,1,-1,0,-1,-1,
601,197901A9IIP54,548590.0,394000.0,,,1,3,3,1,09/01/1979,3,08:40,15,9999,5,0,9,70,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
602,197901A9IJK72,178570.0,912000.0,,,1,3,2,1,09/01/1979,3,08:45,27,9999,4,4491,9,30,3,4,-1,-1,-1,-1,1,8,3,-1,0,-1,-1,
603,197901A9IJP55,525480.0,425000.0,,,1,3,2,1,09/01/1979,3,08:45,15,9999,5,0,9,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
604,197901A9IJQ93,125080.0,583000.0,,,1,3,2,2,09/01/1979,3,08:45,29,9999,5,0,1,30,1,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
605,197901A9IJQ94,149290.0,254000.0,,,1,3,1,1,09/01/1979,3,08:45,29,9999,5,0,9,30,0,-1,-1,0,-1,-1,1,8,3,-1,0,-1,-1,
606,197901A9IKE04,332560.0,574000.0,,,1,3,2,1,09/01/1979,3,08:50,20,9999,3,232,9,30,3,4,-1,-1,-1,-1,1,8,2,-1,0,-1,-1,
607,197901A9ILD41,424890.0,171000.0,,,1,3,4,1,09/01/1979,3,08:55,14,9999,3,113,3,30,3,4,-1,-1,0,1,1,8,2,-1,0,-1,-1,
